symbol,confidence,contractions_count,base_length_days,volume_trend,breakout_detected,breakout_date,breakout_price,pullback_range_min,pullback_range_max,notes
AMD,1.0,3,54,decreasing,True,2026-01-13,220.97,5.0,26.3,3 contractions detected; Pullback range: 5.0% - 26.3%; Volume trend: decreasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
DXCM,1.0,2,60,decreasing,True,2026-01-12,70.98,6.0,6.6,2 contractions detected; Pullback range: 6.0% - 6.6%; Volume trend: decreasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
GS,1.0,3,64,stable,True,2026-01-15,975.86,5.1,10.4,3 contractions detected; Pullback range: 5.1% - 10.4%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
CME,1.0,3,47,stable,True,2026-01-16,279.5,4.1,6.3,3 contractions detected; Pullback range: 4.1% - 6.3%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
EL,1.0,3,62,stable,True,2026-01-12,113.02,6.0,8.8,3 contractions detected; Pullback range: 6.0% - 8.8%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
GILD,0.95,2,49,decreasing,True,2026-01-21,129.11,7.7,8.3,2 contractions detected; Pullback range: 7.7% - 8.3%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
TXN,0.9,3,54,stable,True,2026-01-12,189.07,3.6,7.7,3 contractions detected; Pullback range: 3.6% - 7.7%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
IBM,0.9,3,62,stable,True,2026-01-12,312.18,6.2,11.3,3 contractions detected; Pullback range: 6.2% - 11.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
UNH,0.9,3,55,stable,True,2026-01-21,347.75,5.8,11.3,3 contractions detected; Pullback range: 5.8% - 11.3%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
ILMN,0.9,3,37,stable,True,2026-01-12,145.55,5.7,6.0,3 contractions detected; Pullback range: 5.7% - 6.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
V,0.9,2,55,stable,True,2026-01-12,343.2,3.5,7.6,2 contractions detected; Pullback range: 3.5% - 7.6%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
MS,0.9,3,65,increasing,True,2026-01-15,191.23,5.2,9.6,3 contractions detected; Pullback range: 5.2% - 9.6%; Volume trend: increasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
