symbol,confidence,contractions_count,base_length_days,volume_trend,breakout_detected,breakout_date,breakout_price,pullback_range_min,pullback_range_max,notes
ZM,0.95,2,45,decreasing,True,2026-07-13,91.88,7.1,28.3,2 contractions detected; Pullback range: 7.1% - 28.3%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
REGN,0.9,3,65,stable,True,2026-07-16,678.94,4.3,18.9,3 contractions detected; Pullback range: 4.3% - 18.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
CI,0.9,3,62,stable,True,2026-07-13,304.5,5.3,10.8,3 contractions detected; Pullback range: 5.3% - 10.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
COF,0.9,2,50,stable,True,2026-07-16,211.93,8.9,9.3,2 contractions detected; Pullback range: 8.9% - 9.3%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
WM,0.9,3,59,stable,True,2026-07-16,242.25,3.4,7.7,3 contractions detected; Pullback range: 3.4% - 7.7%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
OTIS,0.9,3,52,stable,True,2026-07-16,75.0,4.3,6.2,3 contractions detected; Pullback range: 4.3% - 6.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
O,0.9,3,51,stable,True,2026-07-16,65.75,3.0,5.1,3 contractions detected; Pullback range: 3.0% - 5.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
AAPL,0.8,2,39,stable,True,2026-07-14,314.86,9.5,9.5,2 contractions detected; Pullback range: 9.5% - 9.5%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
AMZN,0.8,2,48,stable,True,2026-07-15,254.96,6.4,17.9,2 contractions detected; Pullback range: 6.4% - 17.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
FTNT,0.8,2,41,stable,True,2026-07-13,160.62,6.5,11.3,2 contractions detected; Pullback range: 6.5% - 11.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
