symbol,confidence,contractions_count,base_length_days,volume_trend,breakout_detected,breakout_date,breakout_price,pullback_range_min,pullback_range_max,notes
NKE,1.0,2,37,decreasing,True,2026-02-20,64.97,5.8,10.0,2 contractions detected; Pullback range: 5.8% - 10.0%; Volume trend: decreasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
LULU,1.0,2,43,decreasing,True,2026-02-20,187.3,8.7,22.0,2 contractions detected; Pullback range: 8.7% - 22.0%; Volume trend: decreasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
ECL,0.95,2,64,decreasing,True,2026-02-24,308.16,2.7,3.3,2 contractions detected; Pullback range: 2.7% - 3.3%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
NVDA,0.8,4,51,stable,True,2026-02-25,195.56,6.6,12.1,4 contractions detected; Pullback range: 6.6% - 12.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
MRK,0.8,2,48,stable,True,2026-02-20,122.26,5.3,5.3,2 contractions detected; Pullback range: 5.3% - 5.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
GILD,0.8,2,50,stable,True,2026-02-20,151.4,4.6,8.3,2 contractions detected; Pullback range: 4.6% - 8.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
ZTS,0.8,2,37,stable,True,2026-02-20,128.78,6.4,6.8,2 contractions detected; Pullback range: 6.4% - 6.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
IDXX,0.8,2,44,stable,True,2026-02-25,657.38,7.0,15.2,2 contractions detected; Pullback range: 7.0% - 15.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
EXC,0.8,4,60,stable,True,2026-02-20,47.38,3.2,4.3,4 contractions detected; Pullback range: 3.2% - 4.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
CARR,0.8,2,52,stable,True,2026-02-20,64.14,3.9,7.2,2 contractions detected; Pullback range: 3.9% - 7.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
DLR,0.8,2,27,stable,True,2026-02-20,175.68,3.6,4.9,2 contractions detected; Pullback range: 3.6% - 4.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
TSLA,0.75,3,65,stable,False,,,9.7,16.3,3 contractions detected; Pullback range: 9.7% - 16.3%; Volume trend: stable; Price near recent highs; Confidence: 0.75
CI,0.75,3,42,stable,False,,,4.9,7.2,3 contractions detected; Pullback range: 4.9% - 7.2%; Volume trend: stable; Price near recent highs; Confidence: 0.75
KMB,0.7,2,41,increasing,True,2026-02-20,109.02,4.9,5.6,2 contractions detected; Pullback range: 4.9% - 5.6%; Volume trend: increasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.70
