symbol,confidence,contractions_count,base_length_days,volume_trend,breakout_detected,breakout_date,breakout_price,pullback_range_min,pullback_range_max,notes
BMY,1.0,3,58,stable,True,2026-04-30,60.59,5.3,10.2,3 contractions detected; Pullback range: 5.3% - 10.2%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
IQV,1.0,2,46,decreasing,True,2026-05-05,176.42,6.0,11.3,2 contractions detected; Pullback range: 6.0% - 11.3%; Volume trend: decreasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
ILMN,1.0,2,52,decreasing,True,2026-05-01,135.78,9.3,14.4,2 contractions detected; Pullback range: 9.3% - 14.4%; Volume trend: decreasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
V,1.0,3,55,stable,True,2026-04-29,334.86,4.7,8.8,3 contractions detected; Pullback range: 4.7% - 8.8%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
CL,1.0,4,62,stable,True,2026-05-01,87.26,4.2,15.5,4 contractions detected; Pullback range: 4.2% - 15.5%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
MO,1.0,3,62,stable,True,2026-04-29,68.2,5.7,7.0,3 contractions detected; Pullback range: 5.7% - 7.0%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
ADI,0.95,2,56,decreasing,True,2026-04-29,389.31,8.4,16.9,2 contractions detected; Pullback range: 8.4% - 16.9%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
APD,0.95,2,45,decreasing,True,2026-04-29,302.5,4.2,6.8,2 contractions detected; Pullback range: 4.2% - 6.8%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
AMAT,0.9,3,57,stable,True,2026-05-05,410.82,6.8,20.0,3 contractions detected; Pullback range: 6.8% - 20.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
LRCX,0.9,3,57,stable,True,2026-05-05,275.8,7.4,24.3,3 contractions detected; Pullback range: 7.4% - 24.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
ALL,0.9,3,61,stable,True,2026-05-04,219.87,4.5,5.6,3 contractions detected; Pullback range: 4.5% - 5.6%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
KO,0.9,3,59,stable,True,2026-04-29,78.87,4.8,6.9,3 contractions detected; Pullback range: 4.8% - 6.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
MDLZ,0.9,4,62,stable,True,2026-04-29,61.04,4.0,12.1,4 contractions detected; Pullback range: 4.0% - 12.1%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
SLB,0.9,3,59,stable,True,2026-04-29,55.7,6.0,17.0,3 contractions detected; Pullback range: 6.0% - 17.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
NEE,0.9,3,64,stable,True,2026-04-30,97.88,5.6,6.6,3 contractions detected; Pullback range: 5.6% - 6.6%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
JCI,0.9,3,68,stable,True,2026-04-30,146.03,5.6,12.1,3 contractions detected; Pullback range: 5.6% - 12.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
FDX,0.9,3,61,stable,True,2026-04-30,403.31,4.4,12.0,3 contractions detected; Pullback range: 4.4% - 12.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
CARR,0.9,2,38,stable,True,2026-04-30,66.93,10.7,11.2,2 contractions detected; Pullback range: 10.7% - 11.2%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
FOXA,0.9,3,49,stable,True,2026-05-11,67.72,5.1,7.5,3 contractions detected; Pullback range: 5.1% - 7.5%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
EQR,0.9,2,67,stable,True,2026-04-29,65.43,3.4,10.7,2 contractions detected; Pullback range: 3.4% - 10.7%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
INTU,0.8,2,58,decreasing,False,,,10.7,29.0,2 contractions detected; Pullback range: 10.7% - 29.0%; Volume trend: decreasing; Price near recent highs; Confidence: 0.80
CSCO,0.8,3,47,stable,True,2026-04-29,89.57,4.6,8.2,3 contractions detected; Pullback range: 4.6% - 8.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
KLAC,0.8,2,57,stable,True,2026-04-29,1816.21,13.1,16.3,2 contractions detected; Pullback range: 13.1% - 16.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
FTNT,0.8,2,36,stable,True,2026-05-01,86.29,11.6,11.8,2 contractions detected; Pullback range: 11.6% - 11.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
CI,0.8,4,58,stable,True,2026-04-29,292.32,4.6,11.2,4 contractions detected; Pullback range: 4.6% - 11.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
MRNA,0.8,2,47,decreasing,False,,,13.8,17.3,2 contractions detected; Pullback range: 13.8% - 17.3%; Volume trend: decreasing; Price near recent highs; Confidence: 0.80
COF,0.8,2,49,stable,True,2026-04-30,191.3,8.4,16.4,2 contractions detected; Pullback range: 8.4% - 16.4%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
PG,0.8,2,55,stable,True,2026-04-29,146.46,3.2,15.9,2 contractions detected; Pullback range: 3.2% - 15.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
