symbol,confidence,contractions_count,base_length_days,volume_trend,breakout_detected,breakout_date,breakout_price,pullback_range_min,pullback_range_max,notes
BMY,1.0,3,58,stable,True,2026-04-30,60.59,5.3,10.2,3 contractions detected; Pullback range: 5.3% - 10.2%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
IQV,1.0,2,46,decreasing,True,2026-05-05,176.42,6.0,11.3,2 contractions detected; Pullback range: 6.0% - 11.3%; Volume trend: decreasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
ILMN,1.0,2,52,decreasing,True,2026-05-01,135.78,9.3,14.4,2 contractions detected; Pullback range: 9.3% - 14.4%; Volume trend: decreasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
V,1.0,3,55,stable,True,2026-04-29,334.86,4.7,8.8,3 contractions detected; Pullback range: 4.7% - 8.8%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
KO,1.0,3,59,stable,True,2026-04-28,78.35,4.8,6.9,3 contractions detected; Pullback range: 4.8% - 6.9%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
CL,1.0,3,48,stable,True,2026-05-01,87.26,4.2,15.5,3 contractions detected; Pullback range: 4.2% - 15.5%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
MDLZ,1.0,3,41,stable,True,2026-04-29,61.04,4.0,12.1,3 contractions detected; Pullback range: 4.0% - 12.1%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
ADI,0.95,2,56,decreasing,True,2026-04-24,399.57,8.4,16.9,2 contractions detected; Pullback range: 8.4% - 16.9%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
APD,0.95,3,61,decreasing,True,2026-04-24,301.76,4.2,6.8,3 contractions detected; Pullback range: 4.2% - 6.8%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
AMD,0.9,2,28,stable,True,2026-04-24,347.81,8.1,13.1,2 contractions detected; Pullback range: 8.1% - 13.1%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
AMAT,0.9,3,57,stable,True,2026-04-24,417.04,6.8,20.0,3 contractions detected; Pullback range: 6.8% - 20.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
LRCX,0.9,3,57,stable,True,2026-05-05,275.8,7.4,24.3,3 contractions detected; Pullback range: 7.4% - 24.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
AIG,0.9,2,45,stable,True,2026-05-01,78.77,2.8,10.1,2 contractions detected; Pullback range: 2.8% - 10.1%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
PG,0.9,2,55,stable,True,2026-04-24,148.18,3.2,15.9,2 contractions detected; Pullback range: 3.2% - 15.9%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
SLB,0.9,2,38,stable,True,2026-04-24,56.15,10.9,17.0,2 contractions detected; Pullback range: 10.9% - 17.0%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
FDX,0.9,3,61,stable,True,2026-04-30,403.31,4.4,12.0,3 contractions detected; Pullback range: 4.4% - 12.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
CSX,0.9,2,51,stable,True,2026-04-24,45.41,2.9,12.6,2 contractions detected; Pullback range: 2.9% - 12.6%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
CARR,0.9,2,38,stable,True,2026-04-30,66.93,10.7,11.2,2 contractions detected; Pullback range: 10.7% - 11.2%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
NVDA,0.8,2,60,stable,True,2026-04-24,208.27,11.6,13.0,2 contractions detected; Pullback range: 11.6% - 13.0%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.80
CSCO,0.8,3,47,stable,True,2026-04-24,89.01,4.6,8.2,3 contractions detected; Pullback range: 4.6% - 8.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
KLAC,0.8,2,57,stable,True,2026-04-24,1935.0,13.1,16.3,2 contractions detected; Pullback range: 13.1% - 16.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
FTNT,0.8,2,36,stable,True,2026-05-01,86.29,11.6,11.8,2 contractions detected; Pullback range: 11.6% - 11.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
CI,0.8,4,58,stable,True,2026-04-27,282.58,4.6,11.2,4 contractions detected; Pullback range: 4.6% - 11.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
MRNA,0.8,2,47,decreasing,False,,,13.8,17.3,2 contractions detected; Pullback range: 13.8% - 17.3%; Volume trend: decreasing; Price near recent highs; Confidence: 0.80
BLK,0.8,2,49,stable,True,2026-04-24,1044.97,6.3,16.8,2 contractions detected; Pullback range: 6.3% - 16.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
SPGI,0.8,2,46,decreasing,False,,,7.5,10.9,2 contractions detected; Pullback range: 7.5% - 10.9%; Volume trend: decreasing; Price near recent highs; Confidence: 0.80
COF,0.8,2,49,stable,True,2026-04-24,191.39,8.4,16.4,2 contractions detected; Pullback range: 8.4% - 16.4%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
BK,0.8,2,53,stable,True,2026-04-24,133.52,4.3,9.3,2 contractions detected; Pullback range: 4.3% - 9.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
