symbol,confidence,contractions_count,base_length_days,volume_trend,breakout_detected,breakout_date,breakout_price,pullback_range_min,pullback_range_max,notes
KO,1.0,3,59,stable,True,2026-04-28,78.35,4.8,6.9,3 contractions detected; Pullback range: 4.8% - 6.9%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
CL,1.0,3,48,stable,True,2026-05-01,87.26,4.2,15.5,3 contractions detected; Pullback range: 4.2% - 15.5%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
MDLZ,1.0,3,41,stable,True,2026-04-29,61.04,4.0,12.1,3 contractions detected; Pullback range: 4.0% - 12.1%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
ADI,0.95,2,56,decreasing,True,2026-04-22,381.42,8.4,16.9,2 contractions detected; Pullback range: 8.4% - 16.9%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
IQV,0.95,2,46,decreasing,True,2026-04-22,175.21,6.0,11.3,2 contractions detected; Pullback range: 6.0% - 11.3%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
MRNA,0.95,2,47,decreasing,True,2026-04-22,55.6,13.8,17.3,2 contractions detected; Pullback range: 13.8% - 17.3%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
ILMN,0.95,2,52,decreasing,True,2026-04-22,130.5,9.3,14.4,2 contractions detected; Pullback range: 9.3% - 14.4%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
SPGI,0.95,2,46,decreasing,True,2026-04-22,449.06,7.5,10.9,2 contractions detected; Pullback range: 7.5% - 10.9%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
AMAT,0.9,3,57,stable,True,2026-04-24,417.04,6.8,20.0,3 contractions detected; Pullback range: 6.8% - 20.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
LRCX,0.9,3,57,stable,True,2026-05-05,275.8,7.4,24.3,3 contractions detected; Pullback range: 7.4% - 24.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
AIG,0.9,2,45,stable,True,2026-05-01,78.77,2.8,10.1,2 contractions detected; Pullback range: 2.8% - 10.1%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
PG,0.9,2,55,stable,True,2026-04-24,148.18,3.2,15.9,2 contractions detected; Pullback range: 3.2% - 15.9%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
SLB,0.9,2,38,stable,True,2026-04-24,56.15,10.9,17.0,2 contractions detected; Pullback range: 10.9% - 17.0%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
NEE,0.9,2,42,stable,True,2026-04-23,96.25,5.6,5.9,2 contractions detected; Pullback range: 5.6% - 5.9%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
PYPL,0.9,4,54,stable,True,2026-04-22,51.22,5.3,8.3,4 contractions detected; Pullback range: 5.3% - 8.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
CRM,0.8,2,40,stable,True,2026-04-22,189.8,12.7,13.3,2 contractions detected; Pullback range: 12.7% - 13.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
ADBE,0.8,2,47,stable,True,2026-04-22,255.94,9.4,18.3,2 contractions detected; Pullback range: 9.4% - 18.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
AMD,0.8,2,28,stable,True,2026-04-22,303.46,8.1,13.1,2 contractions detected; Pullback range: 8.1% - 13.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
CSCO,0.8,3,47,stable,True,2026-04-22,89.8,4.6,8.2,3 contractions detected; Pullback range: 4.6% - 8.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
KLAC,0.8,2,57,stable,True,2026-04-22,1812.06,13.1,16.3,2 contractions detected; Pullback range: 13.1% - 16.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
FTNT,0.8,2,36,stable,True,2026-04-22,87.09,11.6,11.8,2 contractions detected; Pullback range: 11.6% - 11.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
V,0.8,2,43,stable,True,2026-04-22,311.29,4.7,8.8,2 contractions detected; Pullback range: 4.7% - 8.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
BLK,0.8,2,49,stable,True,2026-04-22,1062.47,6.3,16.8,2 contractions detected; Pullback range: 6.3% - 16.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
