symbol,confidence,contractions_count,base_length_days,volume_trend,breakout_detected,breakout_date,breakout_price,pullback_range_min,pullback_range_max,notes
RMD,1.0,3,55,stable,True,2026-02-04,263.03,4.2,7.9,3 contractions detected; Pullback range: 4.2% - 7.9%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
WELL,0.95,2,53,decreasing,True,2026-02-05,191.06,4.7,12.2,2 contractions detected; Pullback range: 4.7% - 12.2%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
NVDA,0.9,3,53,stable,True,2026-01-28,191.52,6.6,9.4,3 contractions detected; Pullback range: 6.6% - 9.4%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
META,0.9,2,48,stable,True,2026-01-29,738.31,10.2,10.9,2 contractions detected; Pullback range: 10.2% - 10.9%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
IBM,0.9,3,52,stable,True,2026-02-02,314.73,6.2,7.4,3 contractions detected; Pullback range: 6.2% - 7.4%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
MCHP,0.9,2,47,stable,True,2026-01-28,80.28,5.0,8.8,2 contractions detected; Pullback range: 5.0% - 8.8%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
MRK,0.9,2,57,stable,True,2026-02-02,113.37,5.3,9.2,2 contractions detected; Pullback range: 5.3% - 9.2%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
EL,0.9,3,42,stable,True,2026-02-04,119.61,5.8,8.7,3 contractions detected; Pullback range: 5.8% - 8.7%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
OXY,0.9,2,55,stable,True,2026-01-29,45.42,6.8,9.7,2 contractions detected; Pullback range: 6.8% - 9.7%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
SO,0.9,3,54,stable,True,2026-01-27,88.84,3.1,8.0,3 contractions detected; Pullback range: 3.1% - 8.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
OTIS,0.9,2,59,stable,True,2026-01-26,90.58,3.6,3.7,2 contractions detected; Pullback range: 3.6% - 3.7%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
SHW,0.9,3,57,stable,True,2026-02-03,359.64,3.4,7.2,3 contractions detected; Pullback range: 3.4% - 7.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
ZM,0.9,4,64,stable,True,2026-01-26,95.46,5.6,10.4,4 contractions detected; Pullback range: 5.6% - 10.4%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
TXN,0.8,2,32,stable,True,2026-01-26,195.32,3.6,6.0,2 contractions detected; Pullback range: 3.6% - 6.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
CVS,0.8,3,56,increasing,True,2026-01-26,83.87,5.0,8.5,3 contractions detected; Pullback range: 5.0% - 8.5%; Volume trend: increasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
ILMN,0.8,4,52,stable,True,2026-01-26,153.0,5.7,9.5,4 contractions detected; Pullback range: 5.7% - 9.5%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
CME,0.8,2,32,stable,True,2026-01-26,284.05,4.1,6.3,2 contractions detected; Pullback range: 4.1% - 6.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
KMB,0.8,2,57,stable,True,2026-02-04,103.21,5.6,8.4,2 contractions detected; Pullback range: 5.6% - 8.4%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
HSY,0.8,2,49,stable,True,2026-01-27,191.63,6.5,7.3,2 contractions detected; Pullback range: 6.5% - 7.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
SLB,0.8,2,43,stable,True,2026-01-26,49.7,3.5,8.3,2 contractions detected; Pullback range: 3.5% - 8.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
AEP,0.8,2,53,stable,True,2026-01-26,118.02,3.6,8.2,2 contractions detected; Pullback range: 3.6% - 8.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
XEL,0.8,2,54,stable,True,2026-01-26,75.73,3.4,11.9,2 contractions detected; Pullback range: 3.4% - 11.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
DE,0.8,2,22,stable,True,2026-01-26,516.54,6.8,7.8,2 contractions detected; Pullback range: 6.8% - 7.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
MMM,0.8,2,43,stable,True,2026-02-06,172.65,7.0,7.1,2 contractions detected; Pullback range: 7.0% - 7.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
WM,0.8,4,58,stable,True,2026-01-26,230.25,3.0,5.0,4 contractions detected; Pullback range: 3.0% - 5.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
GD,0.8,2,37,stable,True,2026-01-26,363.54,3.4,3.8,2 contractions detected; Pullback range: 3.4% - 3.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
CMCSA,0.8,2,38,stable,True,2026-01-26,29.43,5.5,5.8,2 contractions detected; Pullback range: 5.5% - 5.8%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
EQIX,0.8,3,47,stable,True,2026-01-28,816.15,3.2,4.9,3 contractions detected; Pullback range: 3.2% - 4.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
DLR,0.8,2,55,stable,True,2026-01-29,167.44,4.9,11.2,2 contractions detected; Pullback range: 4.9% - 11.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
O,0.8,2,46,stable,True,2026-01-26,60.13,3.8,4.0,2 contractions detected; Pullback range: 3.8% - 4.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
NXPI,0.75,3,47,stable,False,,,6.0,7.7,3 contractions detected; Pullback range: 6.0% - 7.7%; Volume trend: stable; Price near recent highs; Confidence: 0.75
CDNS,0.75,3,49,stable,False,,,6.6,8.9,3 contractions detected; Pullback range: 6.6% - 8.9%; Volume trend: stable; Price near recent highs; Confidence: 0.75
DHR,0.7,2,58,stable,True,2026-01-26,236.71,3.9,4.4,2 contractions detected; Pullback range: 3.9% - 4.4%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.70
MO,0.7,2,24,increasing,True,2026-01-26,62.98,3.0,3.0,2 contractions detected; Pullback range: 3.0% - 3.0%; Volume trend: increasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.70
APD,0.7,2,40,increasing,True,2026-01-26,262.62,4.2,13.7,2 contractions detected; Pullback range: 4.2% - 13.7%; Volume trend: increasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.70
AAPL,0.65,2,30,stable,False,,,4.7,5.5,2 contractions detected; Pullback range: 4.7% - 5.5%; Volume trend: stable; Price near recent highs; Confidence: 0.65
UNH,0.65,3,51,stable,False,,,5.8,7.4,3 contractions detected; Pullback range: 5.8% - 7.4%; Volume trend: stable; Price near recent highs; Confidence: 0.65
